"","sex","age","race","hispanic_origin","citizenship","nativity","marital","family_size","children","education_level","english_level","salary","hours_worked","weeks_worked","occupation","industry","economic_region"
"17173","male",55,"white","no",1,"native","divorced",1,0,19,0,32000,40,49,"49-3040","9211MP","Southeast"
"17174","male",51,"white","no",1,"native","married",2,0,18,0,1e+05,40,49,"13-1070","928P","Mideast"
"17175","male",36,"white","no",1,"native","married",4,2,20,0,78000,40,49,"35-1012","92MP","Mideast"
"17176","female",50,"black","no",1,"native","divorced",1,0,21,0,31000,40,49,"43-6014","92MP","Southeast"
"17177","male",35,"white","no",1,"native","separated",1,0,21,0,30000,40,49,"11-9030","611M1","Rocky Mountain"
"17178","male",50,"mix","no",1,"native","never married",3,0,19,0,27000,40,49,"11-9121","5413","Southeast"
"17179","female",42,"white","no",1,"native","married",5,3,20,0,32000,70,49,"43-6014","92MP","Great Lakes"
"17180","male",32,"white","no",1,"native","never married",1,0,21,0,140000,40,49,"53-2020","488","Great Lakes"
"17181","male",23,"mix","yes",1,"native","never married",4,1,20,0,4000,20,0,"39-9041","611M1","Far West"
"17182","male",33,"white","no",1,"native","married",4,2,20,0,50000,40,49,"49-3031","928110P7","Far West"
"17183","male",20,"white","no",1,"native","never married",1,-1,16,0,24000,70,49,"29-2055","928110P1","Rocky Mountain"
"17184","female",33,"white","no",1,"native","married",3,1,22,0,58000,40,49,"25-2020","6111","New England"
"17185","female",47,"white","no",1,"native","married",4,2,22,0,42000,40,49,"25-2030","6111","Rocky Mountain"
"17186","male",37,"white","no",1,"native","divorced",1,0,16,0,67000,40,49,"47-2111","611M1","Mideast"
"17187","male",59,"white","no",1,"native","never married",1,0,22,0,146000,40,49,"13-1023","928P","Mideast"
"17188","female",51,"white","no",1,"native","divorced",5,2,17,0,2200,20,49,"35-2010","6111","Great Lakes"
"17189","female",42,"white","no",1,"native","never married",1,0,21,0,70000,44,49,"13-1082","92M1","Southwest"
"17190","female",48,"white","no",1,"native","married",4,2,22,0,70000,50,49,"11-91XX","923","Southeast"
"17191","male",53,"white","no",1,"native","divorced",1,0,21,0,42000,40,39,"19-40YY","113M","Far West"
"17192","female",25,"other","yes",1,"native","never married",4,0,19,1,24000,40,49,"31-1131","6231","Far West"
"17193","female",59,"white","no",1,"native","divorced",1,0,22,0,150000,45,49,"11-9030","611M1","Far West"
"17194","female",55,"mix","no",4,"foreign-born","married",2,0,21,0,65000,40,49,"11-91XX","923","Southeast"
"17195","female",64,"white","no",1,"native","widowed",1,0,22,0,4500,50,49,"25-2020","6111","Far West"
"17196","female",29,"black","no",1,"native","married",3,1,20,0,30000,40,49,"29-1141","92MP","Southeast"
"17197","female",43,"white","no",1,"native","married",3,1,16,0,47000,40,49,"43-6014","9211MP","Southeast"
"17198","male",60,"white","no",1,"native","married",2,0,20,0,20000,40,49,"47-4051","23","Great Lakes"
"17199","male",42,"black","no",1,"native","separated",5,2,16,0,13000,30,49,"37-201X","611M1","Southeast"
"17200","male",54,"white","no",4,"foreign-born","married",2,0,16,0,64000,44,49,"33-3012","92MP","Mideast"
"17201","male",21,"asian","no",5,"foreign-born","married",3,1,16,0,30000,60,49,"15-1230","928110P1","Southeast"
"17202","female",51,"white","no",1,"native","married",3,0,22,0,66000,45,49,"25-2020","6111","Southeast"
"17203","female",26,"white","no",1,"native","married",3,1,21,0,41000,40,49,"25-2020","611M2","Mideast"
"17204","male",58,"white","no",1,"native","married",2,0,21,0,26700,32,49,"43-9022","23","Great Lakes"
"17205","female",56,"white","no",1,"native","married",2,0,18,0,50000,40,49,"11-91XX","9211MP","Far West"
"17206","male",51,"white","no",1,"native","divorced",3,0,16,0,15000,30,49,"53-7065","4523","Southeast"
"17207","female",23,"white","no",1,"native","never married",1,0,16,0,23000,25,49,"43-5053","491","Plains"
"17208","female",30,"white","no",1,"native","divorced",3,2,21,0,45000,40,49,"29-1141","6111","Great Lakes"
"17209","male",33,"white","no",1,"native","never married",1,0,24,0,60000,50,49,"19-40YY","923","Mideast"
"17210","male",29,"asian","no",4,"foreign-born","married",2,0,22,0,55000,40,49,"25-2050","6111","Mideast"
"17211","male",38,"AIAN","no",1,"native","never married",9,0,17,1,7000,30,0,"33-3050","92MP","Far West"
"17212","male",50,"white","no",1,"native","married",4,1,20,0,67000,40,49,"43-1011","92M2","Southeast"
"17213","female",49,"white","no",1,"native","married",2,0,16,0,22000,40,49,"13-2070","622M","Southeast"
"17214","female",44,"other","yes",2,"native","never married",4,3,19,1,28000,35,49,"43-4051","6111","New England"
"17215","male",34,"white","no",1,"native","divorced",4,3,20,0,68000,48,49,"33-2011","92MP","Far West"
"17216","female",50,"white","no",1,"native","divorced",3,1,22,0,86000,40,49,"25-2020","6111","Mideast"
"17217","male",52,"white","no",1,"native","married",3,1,22,0,94000,45,49,"11-9030","6111","Southeast"
"17218","male",57,"white","no",1,"native","married",2,0,21,0,31000,40,49,"43-4111","92M1","Southeast"
"17219","female",39,"white","no",1,"native","married",4,2,22,0,116000,40,49,"29-1071","622M","Rocky Mountain"
"17220","female",46,"white","no",1,"native","divorced",3,2,21,0,37500,40,49,"25-2020","6111","Southeast"
"17221","female",49,"white","no",1,"native","married",4,2,22,0,50000,50,49,"25-2020","6111","Plains"
"17222","male",22,"white","no",1,"native","married",5,0,16,0,22000,60,49,"33-2011","92MP","Southeast"
"17223","male",35,"white","no",1,"native","married",3,1,21,0,70000,50,49,"55-1010","928110P3","Southeast"
"17224","female",38,"white","no",1,"native","married",3,1,21,0,5700,15,49,"39-9011","6111","Great Lakes"
"17225","male",45,"white","no",1,"native","divorced",1,0,19,0,37000,48,49,"33-3050","92MP","Southeast"
"17226","female",53,"white","no",1,"native","never married",1,0,16,0,45000,42,49,"43-5052","491","Mideast"
"17227","female",56,"white","no",1,"native","married",2,0,20,0,30000,40,49,"25-2020","6111","Mideast"
"17228","male",32,"white","no",1,"native","married",4,2,23,0,85000,35,39,"25-2020","6111","New England"
"17229","male",47,"white","no",1,"native","married",3,1,21,0,80000,55,49,"33-3050","92MP","New England"
"17230","female",37,"white","no",1,"native","married",5,3,21,0,26000,16,49,"29-1141","611M1","Rocky Mountain"
"17231","male",25,"black","no",1,"native","married",6,1,18,0,20000,40,49,"33-3012","92MP","Rocky Mountain"
"17232","female",46,"white","no",1,"native","divorced",2,1,23,1,79000,50,49,"25-2020","6111","Southeast"
"17233","male",61,"white","no",1,"native","married",2,0,21,0,4000,12,0,"11-10XX","9211MP","Southwest"
"17234","female",27,"white","no",1,"native","never married",1,0,21,0,51000,50,49,"25-2020","6111","Rocky Mountain"
"17235","male",29,"white","no",1,"native","never married",2,1,16,0,23000,38,49,"37-201X","6111","Mideast"
"17236","female",38,"white","no",1,"native","married",2,0,21,0,35000,40,49,"43-6014","92MP","Southeast"
"17237","female",33,"white","no",1,"native","married",5,3,22,1,61000,38,26,"25-2020","6111","Great Lakes"
"17238","female",46,"other","yes",4,"foreign-born","married",5,0,24,0,90000,35,47,"25-2020","6111","Mideast"
"17239","male",58,"white","no",1,"native","married",3,0,23,0,129000,40,49,"23-10XX","92MP","Southeast"
"17240","male",58,"white","no",1,"native","divorced",1,0,24,0,35000,40,49,"13-1081","622M","Mideast"
"17241","female",61,"white","no",1,"native","married",2,0,16,0,50000,40,49,"43-6014","923","Mideast"
"17242","male",50,"white","no",1,"native","married",3,0,22,0,110000,50,49,"11-3121","928110P2","Rocky Mountain"
"17243","female",57,"black","no",1,"native","never married",3,0,15,0,23500,20,49,"31-1121","6216","Great Lakes"
"17244","male",39,"white","no",1,"native","divorced",1,0,21,0,53000,55,49,"25-2020","6111","Plains"
"17245","male",28,"white","no",1,"native","married",3,0,16,0,18000,40,49,"43-9021","92113","Far West"
"17246","female",47,"white","no",1,"native","married",3,0,16,0,32000,40,49,"31-9092","6214","Great Lakes"
"17247","female",59,"white","no",1,"native","never married",1,0,19,0,48000,36,49,"13-1023","6111","Mideast"
"17248","female",56,"white","yes",1,"native","married",2,0,16,0,41400,40,49,"43-6014","9211MP","Rocky Mountain"
"17249","female",27,"mix","no",1,"native","married",2,0,21,0,50000,60,49,"13-1081","928110P3","Southeast"
"17250","male",64,"white","no",4,"foreign-born","married",2,0,19,0,128000,40,49,"33-2011","928P","Far West"
"17251","male",27,"white","no",1,"native","never married",1,0,23,0,73000,40,49,"51-9061","928P","Far West"
"17252","female",26,"white","no",1,"native","never married",1,0,19,0,12600,40,0,"51-4120","3366","Southeast"
"17253","female",60,"asian","no",4,"foreign-born","married",2,0,22,1,36000,30,49,"43-4051","9211MP","Far West"
"17254","female",46,"white","no",1,"native","married",4,1,21,0,25000,32,49,"25-9040","6111","Plains"
"17255","female",28,"mix","no",1,"native","never married",1,0,21,0,75000,40,47,"29-1141","923","Far West"
"17256","female",45,"white","no",1,"native","married",4,2,22,0,115000,50,49,"29-1127","6111","Mideast"
"17257","female",40,"white","no",1,"native","married",6,4,19,0,20000,30,49,"43-4YYY","92119","Great Lakes"
"17258","female",53,"white","yes",2,"native","married",3,0,21,1,1e+05,40,49,"25-2020","6111","Mideast"
"17259","female",51,"white","no",4,"foreign-born","divorced",1,0,22,0,76000,60,49,"25-2020","6111","Mideast"
"17260","male",57,"white","no",1,"native","married",2,0,24,0,140000,45,49,"19-303X","611M1","Far West"
"17261","male",47,"black","no",1,"native","married",3,1,21,0,175000,48,49,"11-10XX","92M2","Southeast"
"17262","female",36,"white","no",1,"native","married",4,2,21,0,10900,40,0,"25-2020","6111","Plains"
"17263","female",41,"white","no",1,"native","married",2,1,21,0,12000,30,26,"25-2020","6111","Rocky Mountain"
"17264","female",24,"white","yes",1,"native","never married",1,0,21,2,3000,10,49,"43-4171","611M1","Far West"
"17265","female",38,"black","no",1,"native","never married",5,2,13,0,9000,25,49,"33-9094","6111","Southeast"
"17266","male",23,"white","no",1,"native","never married",1,0,21,0,42000,40,49,"19-2041","2213M","Far West"
"17267","male",27,"white","no",1,"native","married",3,1,19,0,50000,40,49,"55-9830","928110P2","Far West"
"17268","male",39,"white","no",1,"native","married",4,2,19,0,40000,40,39,"51-9061","92119","New England"
"17269","male",37,"asian","no",1,"native","never married",1,0,23,0,160000,60,49,"11-9111","622M","New England"
"17270","male",31,"mix","no",1,"native","married",5,3,21,0,38000,45,49,"25-2020","6111","Southwest"
"17271","female",54,"white","no",1,"native","married",2,0,21,0,60000,40,49,"43-6011","611M1","Rocky Mountain"
"17272","female",63,"white","no",1,"native","married",2,0,19,0,14000,22,49,"43-6014","6111","Rocky Mountain"
"17273","male",40,"asian","no",1,"native","married",2,0,16,0,90000,48,49,"37-201X","92MP","Far West"
"17274","male",31,"white","no",1,"native","married",2,0,22,0,48000,45,49,"19-3051","92M1","Southeast"
"17275","female",45,"white","no",1,"native","married",6,2,20,0,55000,30,49,"29-1141","923","Rocky Mountain"
"17276","male",36,"white","no",3,"native","divorced",1,0,22,0,50000,40,49,"25-2020","6111","Rocky Mountain"
"17277","female",34,"white","no",1,"native","divorced",1,0,23,0,116000,50,49,"13-1041","5416","Southeast"
"17278","male",38,"black","yes",1,"native","never married",4,0,15,0,35000,40,49,"37-201X","6111","Southeast"
"17279","male",58,"white","no",1,"native","married",3,0,16,0,60000,40,49,"47-2070","23","New England"
"17280","male",27,"white","no",1,"native","never married",1,0,21,0,43000,40,26,"25-2020","6111","Southeast"
"17281","male",61,"other","yes",4,"foreign-born","married",3,0,1,1,12000,20,49,"53-7062","4244","Great Lakes"
"17282","male",63,"white","no",1,"native","married",3,0,21,0,72000,40,39,"11-1021","92M1","Mideast"
"17283","female",44,"white","no",1,"native","married",3,1,22,0,45000,30,49,"25-2020","6111","Plains"
"17284","male",28,"white","no",1,"native","divorced",1,0,16,0,60000,55,49,"53-50XX","928110P5","Southeast"
"17285","female",42,"white","no",1,"native","married",5,3,23,0,120000,40,49,"23-10XX","928P","Great Lakes"
"17286","male",37,"black","no",1,"native","married",6,2,21,0,85000,50,49,"33-3050","92MP","Great Lakes"
"17287","female",51,"white","no",1,"native","never married",2,1,18,0,40400,40,49,"13-2081","92113","Southeast"
"17288","female",58,"white","no",1,"native","married",3,0,21,0,115000,40,49,"13-2011","928P","Southeast"
"17289","female",55,"white","no",1,"native","married",2,0,19,0,77000,40,49,"11-91XX","9211MP","Rocky Mountain"
"17290","female",43,"white","no",1,"native","widowed",3,2,21,0,29800,40,49,"43-6014","611M1","Southeast"
"17291","female",43,"asian","no",5,"foreign-born","married",4,2,24,3,69000,40,49,"51-9061","611M1","Southeast"
"17292","female",33,"white","no",1,"native","divorced",1,0,22,0,50000,40,49,"27-3031","5418","Great Lakes"
"17293","female",56,"AIAN","no",1,"native","never married",2,0,20,0,38000,35,49,"21-1092","6111","Far West"
"17294","female",57,"black","no",1,"native","never married",1,0,21,0,88000,40,49,"23-1012","92MP","Far West"
"17295","female",35,"AIAN","no",1,"native","never married",5,0,16,1,27000,25,0,"25-9040","6111","Far West"
"17296","female",45,"white","no",1,"native","married",2,0,21,0,78000,40,49,"29-1031","622M","Southeast"
"17297","female",36,"mix","no",4,"foreign-born","married",3,1,23,1,1400,40,49,"19-10XX","611M1","Far West"
"17298","female",31,"black","no",1,"native","married",4,2,22,0,83000,50,49,"25-2020","6111","Rocky Mountain"
"17299","female",42,"black","no",1,"native","married",4,1,16,0,25900,35,39,"25-9040","6111","Southeast"
"17300","male",32,"white","no",1,"native","married",3,1,21,0,71000,45,49,"55-1010","928110P2","Rocky Mountain"
"17301","male",20,"asian","no",3,"native","never married",3,0,16,1,14000,25,39,"17-21YY","2211P","Southeast"
"17302","female",23,"white","no",1,"native","married",2,0,21,0,26000,40,49,"25-2030","6111","Mideast"
"17303","male",45,"white","yes",1,"native","separated",1,0,19,0,85000,40,49,"33-3050","92MP","Far West"
"17304","male",53,"asian","no",3,"native","married",4,2,22,1,160000,40,49,"33-3012","92MP","Mideast"
"17305","male",48,"white","no",1,"native","married",3,1,21,0,65000,40,49,"47-2031","712","Mideast"
"17306","female",44,"white","no",1,"native","married",1,0,22,0,51000,50,39,"25-2020","6111","Rocky Mountain"
"17307","male",48,"white","yes",4,"foreign-born","married",4,1,21,1,36000,40,39,"17-2051","5413","Southeast"
"17308","male",22,"white","no",1,"native","never married",5,1,20,0,14000,40,49,"51-8010","2211P","Southeast"
"17309","female",47,"white","yes",1,"native","married",3,0,19,1,30000,40,49,"39-9011","6111","Far West"
"17310","male",37,"white","no",1,"native","married",3,1,21,0,37500,40,49,"55-3010","928110P3","Southeast"
"17311","female",64,"white","no",1,"native","married",2,0,18,0,12000,20,26,"53-3051","6111","Plains"
"17312","female",42,"white","no",1,"native","married",4,2,21,0,113000,45,49,"11-3121","92113","Mideast"
"17313","male",31,"white","no",1,"native","married",2,0,20,0,33200,40,49,"15-1230","9211MP","Southeast"
"17314","male",31,"white","no",1,"native","married",1,0,18,0,52000,40,49,"33-3050","92MP","Southeast"
"17315","female",46,"white","no",1,"native","married",4,2,24,0,120000,55,49,"25-1000","611M1","Mideast"
"17316","female",62,"white","yes",3,"native","married",3,0,21,1,55000,40,47,"43-4061","923","Far West"
"17317","female",51,"white","no",1,"native","married",4,0,22,0,51000,32,49,"25-2020","6111","Plains"
"17318","male",55,"white","no",1,"native","married",2,0,21,0,130000,50,49,"11-91XX","928P","Southeast"
"17319","female",26,"AIAN","no",1,"native","never married",2,0,20,0,6700,20,49,"31-1131","622M","Southeast"
"17320","male",30,"white","no",1,"native","married",1,0,23,0,70000,35,49,"43-9XXX","9211MP","Mideast"
"17321","male",53,"white","no",1,"native","married",2,0,22,0,45000,60,49,"15-1299","928P","Southeast"
"17322","female",47,"black","no",1,"native","never married",1,0,21,0,53000,50,49,"21-1092","92MP","Mideast"
"17323","male",28,"white","no",1,"native","never married",4,0,19,0,21000,25,39,"39-9011","6111","Plains"
"17324","male",40,"white","no",1,"native","married",3,1,17,0,70000,40,49,"47-1011","23","New England"
"17325","female",60,"white","no",1,"native","divorced",1,0,21,0,70000,40,49,"29-1141","6111","Mideast"
"17326","female",59,"white","no",1,"native","never married",1,0,20,0,12000,16,26,"43-9061","9211MP","Far West"
"17327","female",55,"white","no",4,"foreign-born","married",3,1,21,0,42000,40,0,"23-2011","923","Far West"
"17328","female",59,"AIAN","no",1,"native","widowed",4,0,18,0,28000,40,49,"21-1022","6241","Rocky Mountain"
"17329","female",43,"white","no",1,"native","married",7,4,24,0,60000,40,49,"25-2020","6111","Southeast"
"17330","male",41,"white","no",1,"native","married",3,1,23,0,96000,50,49,"23-10XX","92MP","Mideast"
"17331","male",25,"white","no",1,"native","married",2,0,21,0,65000,40,49,"17-21YY","928P","Southeast"
"17332","male",57,"white","no",1,"native","married",5,0,21,0,69000,40,49,"15-2031","928P","Rocky Mountain"
"17333","male",39,"white","no",1,"native","married",3,1,21,0,85000,45,39,"53-5020","92M1","Far West"
"17334","male",46,"white","no",1,"native","married",4,1,22,0,55000,35,49,"25-2020","6111","Southeast"
"17335","male",57,"white","no",1,"native","divorced",1,0,16,0,36000,40,49,"37-201X","6222","Plains"
"17336","male",55,"white","no",5,"foreign-born","divorced",1,0,21,0,71000,54,49,"33-3012","92MP","Mideast"
"17337","male",20,"NHOPI","no",1,"native","never married",1,-1,16,0,22800,50,49,"55-3010","928110P1","Southeast"
"17338","female",29,"AIAN","no",1,"native","separated",4,3,16,0,28000,40,49,"37-2012","713Z","Plains"
"17339","female",60,"black","no",1,"native","married",2,0,16,0,18000,40,49,"35-2010","6111","Southeast"
"17340","female",31,"asian","no",1,"native","never married",1,0,22,0,60000,40,39,"25-2020","6111","Mideast"
"17341","male",61,"white","no",1,"native","married",2,0,20,0,64000,40,49,"11-91XX","491","New England"
"17342","female",49,"white","no",1,"native","married",4,0,17,0,50000,40,49,"43-3031","6111","Rocky Mountain"
"17343","female",62,"asian","no",4,"foreign-born","married",3,0,18,1,40000,40,49,"31-1131","622M","Southeast"
"17344","male",34,"white","no",1,"native","married",4,2,22,0,40000,40,49,"15-1299","9211MP","Southeast"
"17345","female",31,"asian","no",4,"foreign-born","never married",5,2,21,1,7200,14,49,"29-2061","6241","Far West"
"17346","female",42,"white","no",1,"native","married",2,0,21,0,50000,40,49,"25-2020","6111","Far West"
"17347","male",46,"asian","no",1,"native","divorced",3,2,21,0,80000,50,49,"25-2020","6111","Far West"
"17348","male",43,"asian","no",5,"foreign-born","married",3,1,22,1,110000,40,49,"15-1252","611M1","Mideast"
"17349","male",35,"white","no",1,"native","married",4,2,21,0,50000,40,49,"39-9032","713Z","Southeast"
"17350","female",57,"white","no",1,"native","married",2,0,21,0,60000,40,26,"25-2050","6111","Rocky Mountain"
"17351","female",29,"white","no",1,"native","married",2,0,22,0,47000,40,39,"25-2020","6111","Great Lakes"
"17352","female",59,"white","no",1,"native","married",2,0,21,0,75000,40,49,"53-7065","6111","Far West"
"17353","male",57,"white","no",1,"native","divorced",1,0,21,0,89000,45,49,"33-9021","92MP","New England"
"17354","male",36,"white","no",1,"native","married",4,2,23,0,75000,40,49,"11-9141","488","Rocky Mountain"
"17355","female",42,"white","no",1,"native","married",3,1,22,0,28100,25,49,"25-2020","6111","Rocky Mountain"
"17356","female",44,"white","no",1,"native","married",4,1,22,0,42000,50,49,"25-2020","6111","Southeast"
"17357","female",63,"white","no",1,"native","married",2,0,21,0,116000,40,49,"29-1141","923","Far West"
"17358","male",22,"mix","no",1,"native","never married",3,0,20,0,32000,40,49,"19-5010","92M1","Mideast"
"17359","male",34,"black","no",1,"native","married",4,2,15,0,25000,40,49,"47-2070","23","Far West"
"17360","male",46,"white","no",1,"native","married",4,2,16,0,60000,40,49,"33-2011","92MP","Great Lakes"
"17361","female",35,"white","no",1,"native","married",4,2,21,0,37000,40,49,"25-2020","6111","Southeast"
"17362","female",48,"white","no",1,"native","married",4,2,19,0,8000,40,49,"25-2020","6111","New England"
"17363","female",60,"white","no",1,"native","married",2,0,16,0,16000,32,49,"43-4121","51912","Great Lakes"
"17364","female",23,"white","no",1,"native","never married",1,0,21,0,9000,20,39,"25-1000","611M1","Southeast"
"17365","male",21,"white","no",1,"native","never married",1,-1,19,0,10000,12,0,"25-1000","611M1","Mideast"
"17366","female",61,"white","no",1,"native","married",2,0,21,0,30000,50,49,"25-2020","6111","Southeast"
"17367","male",58,"white","no",1,"native","married",2,0,21,0,130000,40,49,"11-10XX","611M1","Mideast"
"17368","male",53,"white","no",4,"foreign-born","married",4,0,16,0,130000,40,49,"49-1011","562","Mideast"
"17369","male",36,"white","no",1,"native","never married",1,0,21,0,50000,30,49,"21-1012","6111","Southeast"
"17370","male",58,"white","no",1,"native","never married",1,0,22,0,72000,35,49,"15-1299","9211MP","Mideast"
"17371","female",45,"black","no",1,"native","never married",8,0,19,0,24400,40,49,"43-6014","9211MP","Southeast"
"17372","female",48,"white","yes",1,"native","married",2,0,17,0,26000,40,49,"25-9040","6111","Southwest"
"17373","female",41,"white","no",1,"native","married",3,1,22,0,110000,40,49,"25-2050","6111","Mideast"
"17374","female",45,"white","no",1,"native","married",4,2,23,0,85000,50,47,"19-3034","6111","Far West"
"17375","female",53,"white","no",1,"native","married",3,1,22,0,50000,45,49,"13-1199","6111","Plains"
"17376","female",25,"white","no",1,"native","married",2,0,19,0,43000,40,49,"43-1011","92MP","Southwest"
"17377","male",64,"white","no",1,"native","never married",1,0,21,0,59000,40,49,"25-2020","6111","Far West"
"17378","female",38,"white","no",1,"native","married",6,4,22,0,68000,40,49,"21-1012","6111","Great Lakes"
"17379","female",26,"white","no",1,"native","married",2,0,19,0,36600,40,49,"11-91XX","6214","New England"
"17380","male",55,"white","no",1,"native","never married",1,0,16,0,92000,40,49,"33-3012","92MP","Mideast"
"17381","male",53,"white","no",1,"native","married",4,2,22,0,101000,50,49,"25-2030","6111","Mideast"
"17382","female",47,"white","no",1,"native","married",2,0,19,0,56000,42,49,"29-2061","622M","Rocky Mountain"
"17383","female",41,"mix","yes",1,"native","married",2,0,24,0,91000,45,49,"17-21YY","5417","Southeast"
"17384","female",29,"white","yes",1,"native","married",2,0,16,0,5000,15,0,"35-3023","6111","Far West"
"17385","female",47,"black","no",1,"native","divorced",3,2,16,1,24800,40,49,"37-201X","6111","Southeast"
"17386","female",52,"white","no",1,"native","married",2,0,21,0,20000,40,49,"25-9040","6111","Southeast"
"17387","female",29,"white","no",1,"native","married",4,2,22,0,50000,40,49,"19-3034","6111","Southeast"
"17388","male",51,"black","no",1,"native","married",4,0,19,0,29000,40,49,"43-5051","491","Mideast"
"17389","male",25,"white","no",1,"native","never married",1,0,21,0,30000,40,49,"53-2010","928110P2","Rocky Mountain"
"17390","male",28,"white","no",1,"native","never married",2,1,18,0,17000,25,49,"43-5041","2213M","Plains"
"17391","female",51,"white","no",1,"native","married",2,0,16,0,25000,40,47,"43-6014","6111","Southeast"
"17392","male",64,"asian","no",4,"foreign-born","married",3,0,23,1,78000,40,49,"11-3071","928P","Mideast"
"17393","male",30,"white","no",1,"native","never married",1,0,21,0,40000,40,49,"25-2020","6111","Mideast"
"17394","male",20,"white","yes",5,"foreign-born","never married",6,0,20,1,6000,15,0,"31-1122","923","Far West"
"17395","female",38,"white","no",1,"native","married",4,2,22,0,55000,40,49,"25-2020","6111","Mideast"
"17396","female",23,"white","no",1,"native","never married",1,0,20,0,30000,40,49,"27-1024","611M1","Plains"
"17397","male",36,"black","no",4,"foreign-born","married",3,1,21,0,45000,40,49,"11-91XX","928P","Mideast"
"17398","male",38,"white","no",1,"native","married",4,2,16,0,40000,40,49,"33-2011","9211MP","New England"
"17399","female",27,"black","no",1,"native","divorced",1,0,21,0,30000,40,49,"11-3012","6214","Southeast"
"17400","male",52,"white","no",1,"native","never married",1,0,20,0,115000,40,49,"15-1299","5415","Great Lakes"
"17401","female",49,"white","no",1,"native","married",3,1,21,0,62000,45,49,"25-2020","6111","Rocky Mountain"
"17402","female",26,"white","yes",1,"native","married",2,0,16,0,30800,40,49,"55-9830","928110P1","Far West"
"17403","female",54,"black","no",1,"native","never married",1,0,21,0,15000,20,49,"43-9061","923","Mideast"
"17404","male",31,"black","no",1,"native","never married",3,0,21,0,50000,40,49,"25-1000","611M1","Great Lakes"
"17405","male",55,"white","no",1,"native","divorced",1,0,13,0,18900,40,49,"45-20XX","112","Southeast"
"17406","female",53,"black","no",1,"native","divorced",1,0,21,0,47000,40,49,"13-1111","5417","Mideast"
"17407","female",62,"white","no",1,"native","married",2,0,20,0,55000,40,49,"49-2011","92MP","Southeast"
"17408","male",42,"white","no",1,"native","married",5,3,20,0,2e+05,96,49,"33-1021","92MP","Far West"
"17409","male",30,"white","no",1,"native","never married",3,0,21,0,35000,50,49,"11-91XX","51912","Rocky Mountain"
"17410","male",43,"white","no",1,"native","married",4,2,21,0,175000,56,49,"33-1021","92MP","Far West"
"17411","female",58,"black","no",1,"native","divorced",1,0,21,0,50000,40,49,"29-1141","6241","Southeast"
"17412","female",52,"white","no",1,"native","married",3,0,21,0,55000,40,49,"25-2050","6111","Great Lakes"
"17413","male",24,"black","yes",1,"native","never married",1,-1,18,0,28000,60,49,"55-9830","928110P1","Rocky Mountain"
"17414","male",32,"white","no",1,"native","married",3,1,19,0,60000,70,49,"11-3121","928110P1","Southeast"
"17415","female",41,"black","no",1,"native","married",4,1,22,0,53000,40,49,"21-1092","92MP","Southeast"
"17416","male",21,"white","yes",1,"native","married",2,0,16,0,23000,50,49,"33-9030","928110P4","Far West"
"17417","male",58,"white","no",1,"native","married",2,0,20,0,55000,45,49,"49-9071","92M2","Southeast"
"17418","male",58,"black","no",1,"native","married",2,0,21,0,63000,40,49,"25-2020","6111","Southeast"
"17419","female",19,"white","no",1,"native","never married",3,0,17,0,15000,45,49,"33-9030","5616","Mideast"
"17420","male",51,"white","no",1,"native","divorced",1,0,21,0,116000,40,49,"15-1212","92M2","Southeast"
"17421","male",44,"white","no",1,"native","married",4,2,18,0,40000,40,49,"49-9071","711M","Mideast"
"17422","male",35,"white","yes",1,"native","married",6,0,16,0,60000,40,49,"49-1011","928P","Rocky Mountain"
"17423","female",41,"white","no",1,"native","divorced",3,1,19,0,7000,25,26,"31-1121","6216","Great Lakes"
"17424","female",46,"white","no",1,"native","married",3,0,16,0,4800,40,0,"25-9040","6111","Southeast"
"17425","male",26,"AIAN","yes",1,"native","separated",1,0,20,0,5600,20,0,"13-1199","611M1","Rocky Mountain"
"17426","male",45,"black","no",1,"native","married",5,0,14,0,18000,40,49,"53-3030","493","Southeast"
"17427","male",55,"white","yes",3,"native","married",3,0,19,1,50000,40,49,"33-3050","92MP","Great Lakes"
"17428","female",58,"black","no",1,"native","divorced",2,0,22,0,98000,37,49,"25-2020","6111","Mideast"
"17429","female",58,"black","no",1,"native","divorced",4,0,21,0,50000,40,49,"11-9030","611M1","Great Lakes"
"17430","female",58,"white","no",4,"foreign-born","married",2,0,22,1,30000,20,49,"25-1000","611M1","Far West"
"17431","male",48,"white","no",1,"native","married",3,0,20,0,130000,40,49,"33-1012","92MP","Rocky Mountain"
"17432","male",54,"white","no",1,"native","married",3,0,20,0,72000,42,49,"33-3012","92MP","Rocky Mountain"
"17433","male",34,"white","no",1,"native","married",3,1,19,0,42000,40,49,"47-2070","712","Southeast"
"17434","female",60,"white","yes",1,"native","married",2,0,21,0,51000,50,49,"11-3031","92113","Southwest"
"17435","female",53,"black","no",4,"foreign-born","married",3,0,22,0,50000,40,49,"25-2020","6111","Rocky Mountain"
"17436","female",46,"black","no",1,"native","married",3,0,16,0,24000,40,39,"31-1122","6241","Southeast"
"17437","male",64,"black","no",1,"native","married",2,0,17,0,66000,42,49,"53-3052","485M","Mideast"
"17438","female",55,"white","no",1,"native","married",2,0,21,0,30000,35,49,"25-9040","6111","Mideast"
"17439","male",24,"white","no",1,"native","never married",1,-1,19,0,8000,50,26,"55-3010","928110P3","New England"
