"","sex","age","race","juv_fel","juv_misd","juv_other","priors","charge","two_year_recid"
"5419",0,34,0,0,0,0,8,0,1
"5420",0,26,0,0,0,0,6,1,1
"5421",0,58,0,0,0,0,0,1,0
"5422",0,37,0,0,0,0,6,1,1
"5423",0,23,0,0,0,0,1,1,1
"5424",0,48,1,0,0,0,0,0,1
"5425",0,61,0,0,0,0,9,1,0
"5426",0,30,0,0,0,0,1,1,0
"5427",0,44,0,0,0,0,0,1,0
"5428",0,26,0,0,0,0,3,1,1
"5429",0,46,0,0,0,0,3,1,0
"5430",0,36,1,0,0,0,5,1,0
"5431",1,29,0,0,1,0,11,1,1
"5432",1,23,0,0,0,0,0,0,1
"5433",0,53,0,0,0,0,3,1,1
"5434",0,33,0,0,0,0,5,1,0
"5435",0,35,0,0,0,0,8,0,1
"5436",1,39,1,0,0,0,3,1,0
"5437",0,21,0,1,0,0,1,1,1
"5438",1,26,1,0,0,0,2,1,1
"5439",0,26,0,1,0,0,10,1,1
"5440",0,28,0,0,0,0,8,0,1
"5441",1,21,1,0,3,1,3,0,1
"5442",0,37,0,0,0,0,8,1,1
"5443",0,29,1,0,0,0,1,1,1
"5444",0,22,0,1,0,0,12,1,1
"5445",0,59,0,0,0,0,4,0,0
"5446",0,28,0,0,8,2,12,1,1
"5447",1,56,1,0,0,0,0,0,0
"5448",1,32,1,0,0,0,2,0,1
"5449",0,30,1,0,0,0,0,1,0
"5450",0,27,0,0,0,0,2,1,0
"5451",0,29,0,0,0,0,0,1,0
"5452",0,24,0,0,0,0,1,1,0
"5453",1,27,1,0,0,0,6,1,1
"5454",0,43,0,0,0,0,15,0,1
"5455",1,53,0,0,0,0,5,1,1
"5456",0,27,0,1,0,0,6,1,1
"5457",0,26,0,0,1,0,6,0,1
"5458",1,24,1,0,0,0,1,1,1
"5459",0,30,0,0,0,0,0,1,1
"5460",0,56,0,0,0,0,6,1,0
"5461",0,26,0,0,0,0,4,1,1
"5462",0,24,0,2,1,0,3,0,1
"5463",0,30,0,0,0,0,6,0,0
"5464",0,37,0,0,0,0,4,1,1
"5465",0,54,0,0,0,0,4,1,0
"5466",0,23,0,0,0,0,0,1,1
"5467",0,25,0,0,0,0,1,1,0
"5468",1,48,0,0,0,3,18,1,1
"5469",1,36,0,0,0,0,13,1,1
"5470",0,21,0,0,0,0,1,1,1
"5471",0,26,1,0,0,0,10,1,1
"5472",0,26,1,0,0,3,10,0,1
"5473",0,45,1,0,0,0,0,1,0
"5474",0,47,1,0,0,0,1,0,1
"5475",0,30,0,0,0,0,7,1,1
"5476",0,41,0,2,0,1,14,0,1
"5477",0,50,1,0,0,0,1,1,0
"5478",0,57,1,0,0,0,3,0,0
"5479",0,31,0,0,0,0,2,1,0
"5480",0,21,0,0,0,0,0,1,1
"5481",1,28,0,1,0,0,1,0,0
"5482",0,29,1,1,0,1,9,1,1
"5483",0,28,0,0,0,0,2,1,0
"5484",1,25,1,0,0,0,1,0,0
"5485",0,22,0,0,0,0,0,1,0
"5486",1,21,0,0,0,0,0,1,1
"5487",0,48,1,0,0,0,0,1,1
"5488",0,25,0,0,0,1,4,1,1
"5489",0,37,0,0,0,0,7,1,1
"5490",0,31,1,0,0,0,5,1,1
"5491",0,56,0,0,0,0,0,0,0
"5492",0,24,0,0,0,0,0,0,0
"5493",0,30,0,0,0,0,15,1,1
"5494",0,47,1,0,0,0,5,0,0
"5495",0,66,1,0,0,0,2,0,0
"5496",0,51,0,0,0,0,21,1,1
"5497",0,64,1,0,0,0,8,1,1
"5498",0,76,0,0,0,0,0,1,0
"5499",1,28,1,0,0,0,3,1,1
"5500",0,35,0,0,0,0,1,0,0
"5501",0,44,0,0,0,0,6,1,0
"5502",1,39,0,0,0,0,3,1,0
"5503",0,38,0,1,0,1,7,1,1
"5504",0,24,0,0,0,0,0,1,1
"5505",0,27,1,0,0,0,4,1,1
"5506",0,36,1,0,0,0,0,1,0
"5507",0,20,0,0,0,0,0,1,1
"5508",0,21,0,0,0,1,0,1,0
"5509",0,27,0,0,0,0,7,1,1
"5510",0,28,0,0,1,0,18,1,1
"5511",0,52,0,0,0,0,0,0,0
"5512",0,39,1,0,0,0,16,1,1
"5513",0,19,0,0,0,0,0,1,0
"5514",0,46,1,0,0,0,1,1,0
"5515",0,40,0,0,0,0,2,1,0
"5516",0,30,1,0,0,0,5,1,1
"5517",0,28,1,0,0,0,0,1,0
"5518",0,27,1,0,0,0,0,0,0
"5519",0,23,0,0,0,0,3,1,1
"5520",0,33,0,2,0,0,8,1,1
"5521",0,25,0,0,0,0,7,1,1
"5522",0,25,0,0,0,0,3,1,1
"5523",0,33,1,0,0,0,4,1,1
"5524",1,24,0,0,0,0,0,1,0
"5525",0,44,1,0,0,0,0,1,1
"5526",0,44,0,0,0,0,0,1,0
"5527",1,23,0,0,0,0,0,0,1
"5528",1,31,1,0,0,1,2,1,1
"5529",0,27,0,0,0,1,0,1,0
"5530",1,26,1,0,0,0,1,1,1
"5531",0,57,0,0,0,0,16,0,1
"5532",0,55,1,0,0,0,0,1,0
"5533",0,67,0,0,0,0,0,0,0
"5534",1,36,1,0,0,0,7,1,1
"5535",0,45,0,0,0,0,6,1,1
"5536",0,30,0,0,0,0,18,0,1
"5537",0,34,0,0,0,0,0,1,1
"5538",0,24,0,0,0,0,1,1,0
"5539",0,21,0,0,0,0,0,1,1
"5540",0,42,0,0,0,0,7,1,0
"5541",1,34,1,0,0,0,12,1,1
"5542",0,30,0,0,0,0,3,0,0
"5543",0,40,1,0,0,0,6,1,0
"5544",0,24,0,0,0,0,1,1,1
"5545",0,24,0,0,0,0,4,1,1
"5546",0,30,0,0,0,0,13,1,1
"5547",0,30,0,0,0,0,4,1,0
"5548",0,31,1,0,0,0,3,0,0
"5549",0,33,1,0,0,0,2,1,0
"5550",0,27,1,0,0,0,1,0,0
"5551",0,22,0,0,0,1,0,1,0
"5552",0,37,0,0,0,0,3,0,0
"5553",0,25,0,0,0,0,1,1,0
"5554",0,45,1,0,0,0,2,1,0
"5555",0,22,0,0,0,0,1,1,0
"5556",0,31,1,0,0,0,1,1,1
"5557",0,23,0,0,0,0,0,1,1
"5558",0,21,0,0,0,0,0,1,0
"5559",0,28,0,0,0,0,6,0,1
"5560",0,35,0,0,0,0,0,1,0
"5561",0,29,0,0,1,1,4,1,0
"5562",0,23,0,0,0,0,2,1,0
"5563",0,28,0,0,0,0,7,1,1
"5564",1,34,1,0,0,0,0,0,1
"5565",1,32,1,0,0,0,5,1,0
"5566",0,52,1,0,0,0,2,0,0
"5567",0,25,0,0,0,0,2,1,0
"5568",0,34,1,0,1,0,15,1,1
"5569",0,47,0,0,0,0,4,1,0
"5570",0,50,0,0,0,0,9,1,1
"5571",1,30,0,0,0,0,4,1,1
"5572",0,22,1,0,0,0,0,0,0
"5573",0,53,1,0,0,0,1,0,0
"5574",1,47,0,0,0,0,7,1,1
"5575",0,37,1,0,0,0,3,1,1
"5576",0,37,0,0,0,0,8,0,1
"5577",0,26,0,0,0,0,7,1,1
"5578",1,31,1,0,0,0,0,0,0
"5579",0,20,1,0,0,3,0,1,0
"5580",0,22,0,0,0,0,0,1,1
"5581",0,33,0,0,0,1,14,1,1
"5582",0,30,0,0,0,0,1,0,0
"5583",0,27,1,0,0,0,5,1,1
"5584",0,24,0,0,0,0,2,0,1
"5585",1,20,0,0,0,0,1,0,0
"5586",0,29,0,0,0,0,0,0,0
"5587",0,24,1,0,0,0,0,1,0
"5588",0,44,0,0,0,0,29,1,1
"5589",1,46,1,0,0,0,1,0,0
"5590",1,36,0,0,0,0,1,1,0
"5591",0,23,0,0,0,0,0,0,0
"5592",0,21,0,0,0,1,1,1,1
"5593",0,29,0,0,0,0,6,1,1
"5594",0,25,0,1,4,0,10,1,1
"5595",1,22,0,0,0,0,1,1,0
"5596",0,29,0,0,0,0,4,0,1
"5597",1,26,0,0,0,0,0,0,1
"5598",1,50,1,0,0,0,7,0,0
"5599",0,32,0,0,0,0,1,1,0
"5600",0,45,0,0,0,0,0,1,0
"5601",0,30,0,0,0,0,1,1,0
"5602",0,25,0,0,0,0,0,1,1
"5603",1,44,1,0,0,0,10,1,1
"5604",0,58,0,0,0,0,0,1,0
"5605",0,24,0,0,0,0,5,1,1
"5606",0,20,0,0,1,0,1,1,1
"5607",0,29,1,0,0,0,0,0,0
"5608",0,21,1,0,0,0,1,1,1
"5609",0,38,0,1,2,2,22,0,1
"5610",0,62,0,0,0,0,5,1,0
"5611",1,46,1,0,0,0,1,1,0
"5612",0,29,0,0,1,0,17,1,1
"5613",0,30,0,0,0,0,0,1,0
"5614",0,55,0,0,0,0,8,1,0
"5615",0,25,0,0,0,0,10,1,1
"5616",0,47,1,0,0,0,2,0,0
"5617",0,27,0,0,0,0,1,0,0
"5618",0,30,0,0,0,0,13,1,1
"5619",0,24,0,0,0,3,4,1,1
"5620",0,48,1,0,0,0,2,1,0
"5621",0,45,1,0,0,0,0,1,1
"5622",0,26,0,0,0,0,2,0,1
"5623",1,42,1,0,0,0,0,0,0
"5624",0,34,0,0,0,0,1,0,0
"5625",0,21,0,0,0,0,0,0,0
"5626",1,69,1,0,0,0,2,0,0
"5627",0,24,1,0,0,1,5,1,1
"5628",0,45,0,0,0,0,1,0,0
"5629",0,28,0,0,0,0,3,0,1
"5630",0,25,0,0,3,1,8,0,1
"5631",0,52,0,0,0,0,2,0,0
"5632",0,30,1,0,0,0,0,1,0
"5633",1,26,0,0,0,0,0,0,0
"5634",0,34,0,0,0,0,0,1,0
"5635",0,32,1,0,1,0,5,1,1
"5636",0,47,1,0,0,0,11,1,0
"5637",0,38,0,0,0,0,2,0,0
"5638",0,32,0,0,0,0,2,1,1
"5639",0,23,0,0,2,2,4,1,1
"5640",0,30,0,0,0,0,0,0,0
"5641",0,59,0,0,0,0,9,1,1
"5642",0,24,1,0,0,0,5,1,1
"5643",1,22,0,0,0,0,0,1,1
"5644",0,35,0,0,0,0,6,1,0
"5645",0,24,0,0,0,0,0,1,1
"5646",0,35,0,0,0,0,1,0,1
"5647",0,25,0,0,0,0,2,1,1
"5648",0,58,1,0,0,0,3,0,0
"5649",0,27,0,0,0,0,7,1,0
"5650",0,24,0,0,0,1,6,1,1
"5651",0,33,1,0,0,0,2,0,0
"5652",0,44,1,0,0,0,4,1,0
"5653",0,30,0,0,0,0,3,1,1
"5654",1,39,0,0,0,0,2,1,0
"5655",0,28,1,0,0,0,0,1,0
"5656",0,34,0,0,0,0,1,1,0
"5657",0,26,0,0,0,0,1,1,1
"5658",0,23,0,0,0,0,0,1,0
"5659",0,29,1,0,0,1,11,1,1
"5660",0,31,0,0,0,0,0,0,0
"5661",0,38,0,0,0,0,1,1,0
"5662",0,30,0,0,0,0,14,1,1
"5663",0,21,1,0,0,0,2,1,0
"5664",0,44,0,0,0,0,0,1,0
"5665",0,52,0,0,0,0,0,1,0
"5666",0,30,0,0,0,0,6,1,1
"5667",0,31,0,0,0,0,9,1,1
"5668",1,21,0,0,1,0,2,1,1
"5669",0,77,1,0,0,0,1,0,0
"5670",0,61,1,0,0,0,4,1,1
"5671",1,41,0,0,0,0,0,0,0
"5672",1,24,1,0,0,0,0,0,1
"5673",1,34,0,0,0,0,5,1,0
"5674",0,34,1,0,0,0,3,1,0
"5675",0,27,0,0,0,0,1,1,0
"5676",0,25,0,0,0,2,6,0,1
"5677",0,30,0,0,0,0,1,1,0
"5678",0,59,0,0,0,0,0,1,0
"5679",0,55,1,0,0,0,1,1,0
"5680",1,22,0,0,1,0,1,0,1
"5681",0,32,1,0,0,0,0,1,1
"5682",0,53,0,0,0,0,5,0,0
"5683",0,50,1,0,0,0,1,0,0
"5684",0,26,0,0,0,0,1,1,0
"5685",0,21,0,0,0,1,2,1,1
"5686",0,36,0,0,0,0,7,1,1
"5687",0,35,0,0,0,0,16,1,1
"5688",1,25,1,0,0,0,0,0,0
"5689",1,31,1,0,0,0,2,0,1
"5690",1,26,0,0,0,0,1,1,1
"5691",0,25,1,0,0,0,0,0,0
"5692",0,32,0,0,0,0,0,0,0
"5693",0,40,1,0,0,0,5,1,0
"5694",0,35,0,0,0,0,0,1,0
"5695",0,27,0,0,0,0,2,1,0
"5696",0,33,0,0,0,0,12,1,1
"5697",0,36,0,0,0,0,1,1,0
"5698",0,30,1,0,0,0,2,1,0
"5699",0,30,0,0,0,0,0,1,0
"5700",0,41,0,0,0,0,19,1,1
"5701",1,21,1,0,0,0,1,0,1
"5702",1,29,1,0,0,0,0,1,1
"5703",0,32,1,0,0,0,1,0,0
"5704",0,25,1,0,0,0,0,1,1
"5705",0,50,1,0,0,0,0,1,0
"5706",0,35,1,0,0,0,4,1,0
"5707",0,37,0,1,0,0,17,1,1
"5708",0,43,0,0,0,0,4,1,0
"5709",0,29,1,0,0,0,12,0,1
"5710",1,61,1,0,0,0,0,1,0
"5711",1,22,0,0,0,0,4,1,1
"5712",0,27,1,0,0,0,2,1,0
"5713",0,31,0,0,0,0,0,0,1
"5714",0,44,0,0,0,0,12,1,1
"5715",1,34,0,0,0,0,1,0,0
"5716",0,24,0,0,0,0,0,1,1
"5717",1,34,1,0,0,0,1,1,1
"5718",1,20,0,0,0,1,0,0,1
"5719",0,30,0,0,0,0,0,0,0
"5720",1,43,0,0,0,0,0,0,0
"5721",0,51,1,0,0,0,4,1,0
"5722",0,37,0,0,0,0,9,1,1
"5723",0,42,0,1,0,0,7,1,1
"5724",1,29,0,0,0,0,1,1,0
"5725",0,44,1,0,0,0,4,1,0
"5726",1,24,1,0,0,0,0,0,1
"5727",0,36,1,0,0,0,12,1,0
"5728",0,39,1,0,0,0,0,1,0
"5729",0,32,0,0,0,0,2,0,1
"5730",0,30,0,0,0,0,1,1,0
"5731",0,38,0,0,0,0,0,0,0
"5732",1,27,0,0,0,0,8,1,1
"5733",0,24,1,0,0,0,2,0,0
"5734",1,30,1,0,0,0,0,1,1
"5735",1,43,1,0,0,0,0,0,0
"5736",0,30,0,6,0,0,8,0,1
"5737",0,22,0,0,0,0,2,1,1
"5738",1,26,1,0,0,0,1,0,0
"5739",0,37,1,0,0,0,3,1,0
"5740",0,25,1,0,0,0,5,1,1
"5741",0,65,1,0,0,0,1,1,0
"5742",0,52,0,0,0,0,0,1,1
"5743",0,37,0,0,0,0,9,1,1
"5744",0,29,1,0,0,0,1,1,0
"5745",0,32,1,0,0,0,3,1,1
"5746",0,36,0,0,0,0,0,0,0
"5747",0,21,0,0,2,6,8,1,1
"5748",0,21,1,0,0,0,1,1,0
"5749",0,47,1,0,0,0,13,0,0
"5750",1,36,0,0,0,0,4,1,0
"5751",1,25,0,0,0,0,6,1,1
"5752",0,32,1,0,0,0,4,0,0
"5753",0,43,1,0,0,0,1,1,0
"5754",0,27,0,0,0,0,2,1,1
"5755",0,26,0,0,0,0,8,0,0
"5756",0,21,0,0,0,0,1,1,0
"5757",0,34,0,0,0,0,0,0,0
"5758",0,46,0,0,0,0,1,0,0
"5759",0,40,0,2,0,0,23,0,1
"5760",0,38,1,0,0,0,3,0,0
"5761",0,41,0,0,0,0,7,1,1
"5762",0,25,1,0,0,0,7,1,1
"5763",0,21,1,0,0,0,1,1,0
"5764",1,74,1,0,0,0,0,0,0
"5765",0,41,1,0,0,0,5,0,0
"5766",0,57,0,0,0,0,11,1,1
"5767",1,27,0,0,0,0,0,0,0
"5768",0,30,0,0,1,0,1,0,0
"5769",1,33,1,0,0,0,3,1,1
"5770",0,24,1,0,0,0,2,0,0
"5771",0,52,0,0,0,0,0,1,0
"5772",1,29,1,0,0,0,0,0,1
"5773",1,42,1,0,0,0,0,1,0
"5774",1,30,1,0,0,1,1,1,0
"5775",0,33,0,0,0,0,0,1,1
"5776",0,38,0,0,0,0,1,1,0
"5777",0,21,0,0,0,1,2,1,1
"5778",1,41,1,0,0,0,9,0,0
"5779",1,28,0,0,0,0,5,0,1
"5780",0,28,0,0,0,0,3,1,1
"5781",1,52,0,0,0,0,3,1,0
"5782",0,21,0,0,0,3,1,1,1
"5783",1,22,0,0,0,0,1,1,1
"5784",0,32,0,0,0,0,3,1,0
"5785",0,25,0,0,0,0,0,1,0
"5786",1,27,0,0,0,0,0,0,0
"5787",0,35,1,0,0,0,0,1,0
"5788",0,40,0,0,0,0,2,0,0
"5789",1,29,0,0,0,0,0,1,0
"5790",0,24,0,0,0,2,2,0,1
"5791",0,24,0,5,1,0,10,1,1
"5792",0,36,0,0,1,0,26,1,1
"5793",0,54,0,0,0,0,13,1,1
"5794",0,26,0,0,0,0,5,1,0
"5795",0,50,1,0,0,0,1,1,0
"5796",0,21,0,0,0,0,1,1,1
"5797",0,51,0,0,0,0,0,0,0
"5798",0,24,0,0,0,2,2,1,1
"5799",0,33,0,0,2,3,11,1,1
"5800",0,29,0,0,0,0,3,0,0
"5801",1,25,1,0,0,0,0,0,0
"5802",0,38,0,0,0,0,0,1,0
"5803",0,46,1,0,0,0,1,1,0
"5804",0,33,0,0,0,2,9,0,1
"5805",0,31,0,0,1,0,19,1,1
"5806",0,21,0,0,0,0,0,0,0
"5807",0,60,0,0,0,0,1,0,0
"5808",1,39,0,0,0,0,3,1,1
"5809",0,23,0,0,0,0,1,1,1
"5810",1,23,0,0,0,0,3,0,1
"5811",0,35,0,0,0,0,4,1,0
"5812",0,49,1,0,0,0,12,1,0
"5813",0,26,0,0,0,0,1,0,0
"5814",0,27,1,0,0,0,0,0,1
"5815",0,22,0,0,1,3,2,1,1
"5816",1,29,0,0,0,0,0,1,0
"5817",0,31,0,0,0,0,0,0,1
"5818",0,31,0,0,0,0,5,1,1
"5819",1,29,0,0,0,0,0,1,0
"5820",1,65,1,0,0,0,0,1,0
"5821",1,34,0,0,0,0,1,0,0
"5822",0,24,1,0,0,2,6,1,1
"5823",0,46,0,0,0,0,0,0,0
"5824",0,26,0,0,0,0,3,1,0
"5825",0,20,0,0,0,0,0,1,0
"5826",0,29,0,0,0,0,16,1,1
"5827",0,29,0,0,0,0,7,1,0
"5828",1,56,1,0,0,0,3,1,0
"5829",0,21,0,0,0,0,0,1,0
"5830",0,40,0,0,0,0,0,1,1
"5831",0,22,0,0,0,0,2,0,1
"5832",0,39,1,0,0,0,0,0,0
"5833",0,22,0,0,1,0,1,1,1
"5834",1,27,0,0,0,0,5,1,1
"5835",0,36,1,0,0,0,1,1,0
"5836",0,30,0,0,0,0,0,1,0
"5837",0,56,1,0,0,0,17,1,0
"5838",0,36,0,0,0,0,0,0,1
"5839",0,38,0,0,0,0,5,0,1
"5840",0,32,0,0,0,0,0,1,0
"5841",1,34,0,0,0,0,5,1,1
"5842",0,23,0,0,0,0,0,0,0
"5843",0,52,1,0,0,0,0,0,0
"5844",0,20,1,0,1,1,1,1,1
"5845",0,38,0,0,0,0,5,0,0
"5846",0,46,1,0,0,0,0,0,0
"5847",0,27,0,0,0,0,0,1,0
"5848",0,20,0,0,0,0,2,1,0
"5849",1,51,0,0,0,0,1,0,0
"5850",1,29,1,0,0,0,1,1,0
"5851",1,35,0,0,0,0,7,1,0
"5852",0,37,1,0,0,0,1,0,0
"5853",0,63,1,0,0,0,0,1,0
"5854",0,27,0,0,0,0,2,1,1
"5855",0,27,0,0,0,0,1,1,0
"5856",0,27,0,0,0,0,0,1,1
"5857",0,24,0,0,0,0,2,0,1
"5858",0,30,0,0,0,0,1,1,0
"5859",0,32,0,0,1,0,13,0,1
"5860",0,25,1,0,0,0,4,1,1
"5861",0,24,0,2,1,0,10,0,1
"5862",0,27,0,0,0,0,0,0,0
"5863",1,48,0,0,0,0,0,0,1
"5864",1,26,0,0,0,0,1,0,0
"5865",0,58,0,0,0,0,0,1,0
"5866",0,23,1,0,0,2,1,1,1
"5867",0,22,1,0,1,1,3,0,0
"5868",1,51,0,0,0,0,4,1,0
"5869",0,41,0,0,0,0,0,1,0
"5870",0,21,0,0,0,0,0,1,1
"5871",0,32,0,0,0,0,1,0,1
"5872",0,26,0,0,0,0,0,0,0
"5873",1,39,0,0,0,0,3,0,1
"5874",1,48,0,0,0,0,0,0,0
"5875",0,46,1,0,0,0,0,0,0
"5876",0,56,0,0,0,0,2,0,1
"5877",0,22,0,0,0,0,1,0,1
"5878",0,33,0,0,1,0,7,1,1
"5879",0,36,0,0,0,0,2,1,0
"5880",0,20,0,0,1,0,1,1,1
"5881",0,32,1,0,0,0,0,0,0
"5882",0,38,0,0,0,0,17,0,0
"5883",0,64,0,0,0,0,1,0,0
"5884",0,22,0,0,0,0,1,1,1
"5885",0,69,1,0,0,0,0,0,0
"5886",0,26,0,0,0,0,2,1,0
"5887",1,27,0,0,0,0,1,0,1
"5888",1,30,1,0,0,0,1,0,1
"5889",0,22,0,0,0,0,2,1,1
"5890",1,43,1,0,0,0,0,1,0
"5891",0,24,0,0,0,0,0,1,0
"5892",0,22,1,0,0,0,2,0,0
"5893",1,55,1,0,0,0,0,0,0
"5894",0,34,0,0,0,0,0,0,0
"5895",0,20,0,0,0,2,1,1,0
"5896",0,22,0,0,0,0,1,0,1
"5897",0,29,0,0,4,1,15,1,1
"5898",0,33,1,0,0,0,9,1,1
"5899",0,55,1,0,0,0,7,1,1
"5900",0,22,0,0,0,0,1,1,1
"5901",0,55,0,0,0,0,1,1,0
"5902",1,43,1,0,0,0,0,1,0
"5903",0,21,0,0,0,3,0,1,1
"5904",0,38,0,1,0,0,6,1,0
"5905",0,23,0,0,0,0,0,1,0
"5906",1,28,1,0,0,0,1,0,1
"5907",0,45,0,0,0,0,0,1,0
"5908",0,39,0,0,0,0,1,1,0
"5909",0,79,1,0,0,0,1,0,0
"5910",0,48,1,0,0,0,1,1,0
"5911",0,20,0,0,2,1,2,1,1
"5912",0,31,0,1,0,0,5,0,1
"5913",0,30,1,0,1,0,4,0,1
"5914",0,32,0,0,0,0,5,1,0
"5915",0,56,1,0,0,0,1,0,0
"5916",1,28,0,0,0,0,0,0,1
"5917",0,43,0,0,0,0,2,0,0
"5918",0,20,0,0,0,2,0,1,0
"5919",0,27,0,0,0,0,21,1,1
"5920",0,41,0,0,0,0,0,0,1
"5921",0,24,0,0,0,0,1,1,0
"5922",0,43,0,0,0,0,3,0,0
"5923",1,33,0,0,0,0,1,1,0
"5924",0,22,0,0,0,0,0,1,0
"5925",0,34,0,0,0,0,3,1,0
"5926",0,36,1,0,0,0,0,0,0
"5927",0,69,1,0,0,0,0,1,1
"5928",0,32,1,0,0,0,5,1,1
"5929",0,22,0,0,0,0,1,1,1
"5930",0,46,1,0,0,0,0,1,1
"5931",0,34,1,0,0,0,1,0,1
"5932",1,32,0,0,0,0,0,0,0
"5933",0,39,0,0,0,0,0,0,0
"5934",0,25,0,0,0,1,6,0,1
"5935",1,21,0,0,0,1,0,0,0
"5936",0,63,0,0,0,0,9,1,1
"5937",0,24,1,0,0,0,8,1,0
"5938",0,29,1,0,0,0,2,0,1
"5939",0,20,0,0,3,0,3,1,1
"5940",1,40,1,0,0,0,0,0,1
"5941",0,30,0,0,0,0,7,1,1
"5942",0,36,1,0,0,0,10,0,1
"5943",0,50,1,0,0,0,5,1,1
"5944",0,37,0,0,0,0,4,0,1
"5945",0,34,0,0,0,0,1,1,1
"5946",1,35,0,0,0,0,0,1,0
"5947",1,31,0,0,0,0,1,0,0
"5948",0,23,1,0,0,1,10,1,1
"5949",0,22,0,0,0,0,0,1,0
"5950",0,37,1,0,0,0,2,1,0
"5951",0,20,0,0,0,0,0,1,0
"5952",0,54,0,0,0,0,22,1,1
"5953",0,26,1,0,0,0,2,1,1
"5954",0,34,0,0,0,0,12,1,1
"5955",0,59,1,0,0,0,2,0,0
"5956",0,45,1,0,0,0,2,1,0
"5957",0,37,1,0,0,0,2,0,0
"5958",0,38,0,0,0,0,0,1,0
"5959",0,45,1,0,0,0,1,1,0
"5960",0,22,0,0,0,0,1,1,1
"5961",0,24,0,0,0,1,3,1,1
"5962",0,25,0,0,0,0,5,1,1
"5963",0,24,0,0,0,0,6,1,1
"5964",1,52,0,0,0,0,3,0,0
"5965",0,20,0,0,0,0,1,0,0
"5966",0,32,0,0,0,0,6,1,1
"5967",1,32,1,0,0,0,2,1,0
"5968",0,39,1,0,0,0,8,1,1
"5969",0,49,0,0,0,0,3,1,1
"5970",0,20,0,1,0,0,1,1,0
"5971",0,31,1,0,0,0,11,1,1
"5972",0,58,1,0,0,0,7,1,1
"5973",0,50,0,0,0,0,2,0,0
"5974",0,26,0,0,1,1,11,1,1
"5975",0,20,0,1,0,0,1,1,1
"5976",0,39,1,0,0,0,1,1,0
"5977",0,51,1,0,0,0,1,0,0
"5978",0,30,0,0,0,0,2,0,0
"5979",0,39,0,0,0,0,0,0,0
"5980",0,26,1,1,0,0,9,1,1
"5981",0,26,0,0,0,0,2,1,1
"5982",0,35,0,1,0,0,13,1,1
"5983",0,20,0,0,0,0,0,0,1
"5984",1,51,1,0,0,0,7,1,1
"5985",1,26,1,0,0,0,0,1,1
"5986",0,26,0,0,0,0,5,1,0
"5987",0,20,1,0,0,2,0,1,0
"5988",0,28,0,0,0,0,0,1,0
"5989",0,23,0,0,1,2,1,0,0
"5990",1,21,0,0,0,0,0,0,1
"5991",0,25,0,0,0,0,0,1,1
"5992",0,30,1,0,0,0,0,1,0
"5993",0,21,1,0,2,7,2,1,1
"5994",0,20,1,1,0,0,1,1,1
"5995",0,24,1,0,0,0,5,1,1
"5996",0,35,0,0,0,0,22,1,1
"5997",1,27,0,0,0,0,0,1,0
"5998",0,50,1,0,0,0,2,1,0
"5999",0,25,0,0,0,0,5,0,1
"6000",1,48,1,0,0,0,1,1,1
"6001",0,31,0,1,1,1,12,0,1
"6002",0,26,0,0,0,0,0,1,1
"6003",0,22,0,0,0,0,0,1,0
"6004",0,29,0,0,0,0,0,1,0
"6005",0,33,0,0,0,0,2,1,0
"6006",0,52,1,0,0,0,1,1,0
"6007",0,37,0,0,0,0,0,0,0
"6008",0,21,0,0,0,0,0,1,1
"6009",0,21,1,0,0,0,1,1,1
"6010",1,20,1,0,0,0,0,1,1
"6011",0,43,0,0,0,0,1,0,0
"6012",0,30,1,0,0,0,1,1,0
"6013",1,33,0,0,0,0,3,0,0
"6014",0,24,0,0,0,0,3,1,1
"6015",1,52,0,0,0,0,0,0,0
"6016",1,30,0,0,0,0,11,1,1
"6017",1,30,1,0,0,0,0,0,0
"6018",0,47,0,0,0,0,13,1,0
"6019",0,41,0,0,1,0,9,0,1
"6020",0,21,0,1,0,0,4,1,1
"6021",0,53,0,0,0,0,1,1,0
"6022",0,48,1,0,0,0,6,1,0
"6023",0,52,0,0,0,0,2,1,1
"6024",1,34,0,0,0,0,1,0,0
"6025",0,35,1,0,0,0,0,1,0
"6026",0,25,0,0,0,0,1,1,0
"6027",0,39,0,0,0,0,1,1,0
"6028",0,24,0,0,0,1,1,1,0
"6029",1,48,1,0,0,0,17,1,1
"6030",0,31,0,0,0,0,1,1,1
"6031",0,26,0,0,0,0,0,0,0
"6032",0,43,0,0,0,0,3,1,1
"6033",0,25,0,0,0,0,1,0,0
"6034",0,34,0,0,1,0,20,1,1
"6035",0,25,0,0,0,0,2,1,0
"6036",0,24,0,1,0,0,4,1,1
"6037",0,56,1,0,0,0,6,1,0
"6038",0,23,0,0,0,0,0,1,0
"6039",0,21,1,0,0,0,0,0,0
"6040",0,66,1,0,0,0,0,0,0
"6041",0,28,0,0,0,0,7,0,1
"6042",0,29,1,0,0,0,0,0,0
"6043",0,22,1,0,0,0,3,1,1
"6044",0,39,1,0,0,0,0,1,0
"6045",0,33,0,0,0,1,9,0,1
"6046",0,29,1,0,0,0,2,1,0
"6047",0,31,1,0,0,0,1,1,0
"6048",0,22,0,0,0,0,0,0,1
"6049",1,22,1,0,0,0,0,0,1
"6050",0,35,1,0,0,2,3,1,0
"6051",0,29,1,0,0,0,3,1,0
"6052",1,37,0,0,0,0,0,1,1
